object,role,evidence,blend_x_mm,blend_y_mm,blend_z_mm,usd_x_mm,usd_y_mm,usd_z_mm,max_export_error_mm
Block_Yellow_R6_C2,movable,explicit_size_image_placement,19.999980926513672,19.999980926513672,19.999999552965164,19.999999552965164,19.999999552965164,19.999999552965164,1.862645149230957e-05
Medical_Kit_R1_C1,movable,explicit_size_image_placement,24.99997615814209,24.99997615814209,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,2.421438694000244e-05
Medical_Kit_R1_C1_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R1_C2,movable,explicit_size_image_placement,24.99997615814209,24.99997615814209,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,2.421438694000244e-05
Medical_Kit_R1_C2_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R2_C1,movable,explicit_size_image_placement,24.99997615814209,24.99997615814209,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,2.421438694000244e-05
Medical_Kit_R2_C1_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R2_C2,movable,explicit_size_image_placement,24.99997615814209,24.99997615814209,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,2.421438694000244e-05
Medical_Kit_R2_C2_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R3_C1,movable,explicit_size_image_placement,24.99997615814209,25.000035762786865,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,3.5390257835388184e-05
Medical_Kit_R3_C1_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R3_C2,movable,explicit_size_image_placement,24.99997615814209,25.000035762786865,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,3.5390257835388184e-05
Medical_Kit_R3_C2_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R4_C1,movable,explicit_size_image_placement,24.99997615814209,25.00009536743164,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,9.499490261077881e-05
Medical_Kit_R4_C1_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R4_C2,movable,explicit_size_image_placement,24.99997615814209,25.00009536743164,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,9.499490261077881e-05
Medical_Kit_R4_C2_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R5_C1,movable,explicit_size_image_placement,24.99997615814209,25.00009536743164,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,9.499490261077881e-05
Medical_Kit_R5_C1_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Medical_Kit_R5_C2,movable,explicit_size_image_placement,24.99997615814209,25.00009536743164,19.999999552965164,25.00000037252903,25.00000037252903,19.999999552965164,9.499490261077881e-05
Medical_Kit_R5_C2_cross,cross,explicit_20mm_cross_5mm_stroke,19.999980926513672,19.999980926513672,0.0,19.999999552965164,19.999999552965164,0.0,1.862645149230957e-05
Sample_01,movable,explicit_size_image_placement,55.9999942779541,55.9999942779541,4.999999888241291,56.0000017285347,56.0000017285347,4.999999888241291,7.450580596923828e-06
Sample_01_biohazard,biohazard,image_measured,31.00001811981201,29.30179238319397,0.009999610483646393,30.99999949336052,29.301799833774567,0.009999999747378752,1.862645149230957e-05
Sample_02,movable,explicit_size_image_placement,55.9999942779541,55.9999942779541,4.999999888241291,56.0000017285347,56.0000017285347,4.999999888241291,7.450580596923828e-06
Sample_02_biohazard,biohazard,image_measured,30.99989891052246,29.30179238319397,0.009999610483646393,30.99999949336052,29.301799833774567,0.009999999747378752,0.00010058283805847168
Sample_03,movable,explicit_size_image_placement,55.9999942779541,55.9999942779541,4.999999888241291,56.0000017285347,56.0000017285347,4.999999888241291,7.450580596923828e-06
Sample_03_biohazard,biohazard,image_measured,30.99989891052246,29.30179238319397,0.009999610483646393,30.99999949336052,29.301799833774567,0.009999999747378752,0.00010058283805847168
Laboratory_Plate,lab_plate,national_outer_dimensions_international_60mm_holes_inferred_pitch,150.00003576278687,344.9999988079071,3.000000026077032,150.00000596046448,345.0000286102295,3.000000026077032,2.9802322387695312e-05
Containment_Beam_280,movable,explicit_international_beam_size_photo_position,59.999942779541016,279.9999713897705,19.999999552965164,59.99999865889549,280.0000011920929,19.999999552965164,5.587935447692871e-05
Containment_Beam_280_biohazard,biohazard,image_measured,30.999958515167236,29.301822185516357,0.009998679161071777,30.99999949336052,29.301799833774567,0.009999999747378752,4.0978193283081055e-05
Containment_Beam_250,movable,explicit_international_beam_size_photo_position,59.999942779541016,250.0,19.999999552965164,59.99999865889549,250.0,19.999999552965164,5.587935447692871e-05
Containment_Beam_250_biohazard,biohazard,image_measured,30.99989891052246,29.301881790161133,0.009998679161071777,30.99999949336052,29.301799833774567,0.009999999747378752,0.00010058283805847168
